PERSON_ID,DISPLAY_FIRST_LAST,FROM_YEAR,TEAM_ID,TEAM_NAME,HEIGHT,WEIGHT
101106,Andrew Bogut,2005,1610612749,Bucks,7-0,260
203076,Anthony Davis,2012,1610612747,Lakers,6-10,253
2571,Leandro Barbosa,2003,1610612756,Suns,6-3,194
201582,Alexis Ajinca,2008,1610612740,Pelicans,7-2,248
203105,Festus Ezeli,2012,1610612744,Warriors,6-11,265
2200,Pau Gasol,2001,1610612747,Lakers,7-0,250
202389,Timofey Mozgov,2010,1610612743,Nuggets,7-1,275
201143,Al Horford,2007,1610612738,Celtics,6-9,240
203083,Andre Drummond,2012,1610612751,Nets,6-10,279
200794,Paul Millsap,2006,1610612755,76ers,6-7,257
203382,Aron Baynes,2012,1610612765,Pistons,6-10,260
202704,Reggie Jackson,2011,1610612746,Clippers,6-2,208
201579,Roy Hibbert,2008,1610612754,Pacers,7-2,270
1626157,Karl-Anthony Towns,2015,1610612750,Timberwolves,6-11,248
203944,Julius Randle,2014,1610612752,Knicks,6-8,250
201937,Ricky Rubio,2011,1610612754,Pacers,6-2,190
2199,Tyson Chandler,2001,1610612752,Knicks,7-0,235
2585,Zaza Pachulia,2003,1610612737,Hawks,6-11,270
201572,Brook Lopez,2008,1610612749,Bucks,7-0,282
203092,Tyler Zeller,2012,1610612738,Celtics,6-11,250
203457,Nerlens Noel,2013,1610612752,Knicks,6-11,220
202738,Isaiah Thomas,2011,0,,5-9,185
203924,Jerami Grant,2014,1610612765,Pistons,6-8,210
202323,Evan Turner,2010,1610612755,76ers,6-6,220
1626143,Jahlil Okafor,2015,1610612755,76ers,6-10,270
202696,Nikola Vucevic,2011,1610612741,Bulls,6-10,260
101162,Marcin Gortat,2007,0,,6-11,240
2743,Kris Humphries,2004,1610612751,Nets,6-9,235
203991,Clint Capela,2014,1610612737,Hawks,6-10,256
203530,Joffrey Lauvergne,2014,1610612743,Nuggets,6-11,260
1891,Jason Terry,1999,1610612742,Mavericks,6-2,185
1626144,Emmanuel Mudiay,2015,0,,6-3,200
202355,Hassan Whiteside,2010,1610612762,Jazz,7-0,265
2744,Al Jefferson,2004,1610612762,Jazz,6-10,280
203497,Rudy Gobert,2013,1610612762,Jazz,7-1,258
202328,Greg Monroe,2010,0,,6-10,250
201577,Robin Lopez,2008,1610612753,Magic,7-0,281
203486,Mason Plumlee,2013,1610612766,Hornets,6-11,254
202329,Al-Farouq Aminu,2010,1610612757,Trail Blazers,6-8,220
201585,Kosta Koufos,2008,1610612758,Kings,7-0,245
201599,DeAndre Jordan,2008,1610612747,Lakers,6-11,265
202326,DeMarcus Cousins,2010,0,,6-10,270
101108,Chris Paul,2005,1610612756,Suns,6-0,175
202685,Jonas Valanciunas,2012,1610612740,Pelicans,6-11,265
101133,Ian Mahinmi,2007,1610612754,Pacers,6-11,262
201188,Marc Gasol,2008,1610612763,Grizzlies,6-11,255
203893,Russ Smith,2014,0,,6-0,165
203099,Jared Cunningham,2012,0,,6-4,195
203500,Steven Adams,2013,1610612763,Grizzlies,6-11,265
1495,Tim Duncan,1997,1610612759,Spurs,6-11,250
204038,Langston Galloway,2014,0,,6-1,200
203471,Dennis Schroder,2013,1610612745,Rockets,6-1,172
203124,Kyle O'Quinn,2012,1610612752,Knicks,6-9,250
1626167,Myles Turner,2015,1610612754,Pacers,6-11,250
203210,JaMychal Green,2014,1610612743,Nuggets,6-8,227
203095,Evan Fournier,2012,1610612752,Knicks,6-6,205
2730,Dwight Howard,2004,1610612747,Lakers,6-10,265
202710,Jimmy Butler,2011,1610612748,Heat,6-7,230
203507,Giannis Antetokounmpo,2013,1610612749,Bucks,6-11,242
202322,John Wall,2010,1610612745,Rockets,6-3,210
203948,Johnny O'Bryant III,2014,0,,6-9,257
203487,Michael Carter-Williams,2013,1610612753,Magic,6-5,190
203078,Bradley Beal,2012,1610612764,Wizards,6-4,207
1626163,Frank Kaminsky,2015,1610612756,Suns,7-0,240
1626161,Willie Cauley-Stein,2015,1610612755,76ers,7-0,240
977,Kobe Bryant,1996,1610612747,Lakers,6-6,212
202702,Kenneth Faried,2011,1610612743,Nuggets,6-8,220
203081,Damian Lillard,2012,1610612757,Trail Blazers,6-2,195
202339,Eric Bledsoe,2010,1610612757,Trail Blazers,6-1,214
2738,Andre Iguodala,2004,1610612744,Warriors,6-6,215
203109,Jae Crowder,2012,1610612756,Suns,6-6,235
202695,Kawhi Leonard,2011,1610612746,Clippers,6-7,225
201596,Mario Chalmers,2008,1610612748,Heat,6-2,190
201935,James Harden,2009,1610612755,76ers,6-5,220
101107,Marvin Williams,2005,1610612737,Hawks,6-8,237
201942,DeMar DeRozan,2009,1610612741,Bulls,6-6,220
203460,Andre Roberson,2013,0,,6-7,210
203914,Gary Harris,2014,1610612753,Magic,6-4,210
203110,Draymond Green,2012,1610612744,Warriors,6-6,230
2754,Tony Allen,2004,0,,6-4,213
203499,Shane Larkin,2013,1610612751,Nets,5-11,175
202349,Greivis Vasquez,2010,0,,6-6,217
201951,Ty Lawson,2009,1610612743,Nuggets,5-11,195
201566,Russell Westbrook,2008,1610612747,Lakers,6-3,200
201581,JJ Hickson,2008,1610612739,Cavaliers,6-9,242
203200,Justin Holiday,2012,1610612758,Kings,6-6,180
201229,Anthony Tolliver,2008,1610612765,Pistons,6-8,240
201978,Chase Budinger,2009,1610612745,Rockets,6-7,209
202331,Paul George,2010,1610612746,Clippers,6-8,220
2734,Devin Harris,2004,1610612742,Mavericks,6-3,185
202687,Bismack Biyombo,2011,1610612756,Suns,6-8,255
200752,Rudy Gay,2006,1610612762,Jazz,6-8,250
2440,Matt Barnes,2002,1610612746,Clippers,6-7,226
201578,Marreese Speights,2008,1610612744,Warriors,6-10,255
2746,Josh Smith,2004,0,,6-9,225
201933,Blake Griffin,2009,1610612751,Nets,6-9,250
203458,Alex Len,2013,1610612758,Kings,7-0,250
202693,Markieff Morris,2011,1610612748,Heat,6-9,245
101179,Ronnie Price,2005,1610612762,Jazz,6-2,190
203552,Seth Curry,2013,1610612751,Nets,6-2,185
203473,Dewayne Dedmon,2013,1610612748,Heat,7-0,245
202684,Tristan Thompson,2011,1610612741,Bulls,6-9,254
202338,Kevin Seraphin,2010,1610612764,Wizards,6-10,278
201941,Jordan Hill,2009,1610612747,Lakers,6-10,240
101161,Amir Johnson,2005,1610612761,Raptors,6-9,240
201155,Rodney Stuckey,2007,0,,6-5,205
1626154,RJ Hunter,2015,1610612738,Celtics,6-5,185
101127,Jarrett Jack,2005,1610612757,Trail Blazers,6-3,200
2555,Nick Collison,2003,1610612760,Thunder,6-10,255
201586,Serge Ibaka,2009,1610612749,Bucks,6-10,235
201568,Danilo Gallinari,2008,1610612737,Hawks,6-10,236
202330,Gordon Hayward,2010,1610612766,Hornets,6-7,225
202720,Jon Leuer,2011,1610612763,Grizzlies,6-10,228
201567,Kevin Love,2008,1610612739,Cavaliers,6-8,251
203138,Hollis Thompson,2013,0,,6-8,206
203932,Aaron Gordon,2014,1610612743,Nuggets,6-8,235
204456,T.J. McConnell,2015,1610612754,Pacers,6-1,190
203901,Elfrid Payton,2014,1610612756,Suns,6-3,195
203952,Andrew Wiggins,2014,1610612744,Warriors,6-7,197
201573,Jerryd Bayless,2008,1610612749,Bucks,6-3,200
203504,Trey Burke,2013,1610612742,Mavericks,6-0,185
201144,Mike Conley,2007,1610612762,Jazz,6-1,175
200765,Rajon Rondo,2006,1610612739,Cavaliers,6-1,180
1626159,Justise Winslow,2015,1610612757,Trail Blazers,6-6,222
200768,Kyle Lowry,2006,1610612748,Heat,6-0,196
203956,Mitch McGary,2014,1610612760,Thunder,6-10,255
1626158,Richaun Holmes,2015,1610612758,Kings,6-10,235
202691,Klay Thompson,2011,1610612744,Warriors,6-6,220
202362,Lance Stephenson,2010,1610612754,Pacers,6-5,210
200811,Lou Amundson,2006,1610612756,Suns,6-9,220
203935,Marcus Smart,2014,1610612738,Celtics,6-4,220
203096,Jared Sullinger,2012,0,,6-9,260
1626209,Mario Hezonja,2015,1610612753,Magic,6-8,220
101138,Brandon Bass,2005,1610612738,Celtics,6-8,250
202711,Bojan Bogdanovic,2014,1610612762,Jazz,6-7,226
201600,Omer Asik,2010,1610612740,Pelicans,7-0,255
2594,Kyle Korver,2003,1610612755,76ers,6-7,212
202397,Ish Smith,2010,1610612764,Wizards,6-0,175
201589,Darrell Arthur,2008,1610612743,Nuggets,6-9,235
203089,John Henson,2012,1610612749,Bucks,6-9,219
202324,Derrick Favors,2010,1610612760,Thunder,6-9,265
203145,Kent Bazemore,2012,1610612747,Lakers,6-4,195
203488,Mike Muscala,2013,1610612760,Thunder,6-10,240
203481,Jeff Withey,2013,0,,7-0,230
203187,Chris Johnson,2012,1610612762,Jazz,6-6,206
202709,Cory Joseph,2011,1610612765,Pistons,6-3,200
2549,Chris Kaman,2003,1610612746,Clippers,7-0,265
202334,Ed Davis,2010,1610612739,Cavaliers,6-9,218
201575,Brandon Rush,2008,1610612754,Pacers,6-6,225
203477,Isaiah Canaan,2013,0,,6-0,200
2564,Boris Diaw,2003,1610612759,Spurs,6-8,250
2749,Jameer Nelson,2004,1610612753,Magic,6-0,190
203085,Austin Rivers,2012,1610612743,Nuggets,6-4,200
2581,Steve Blake,2003,1610612757,Trail Blazers,6-3,172
101141,Ersan Ilyasova,2006,1610612749,Bucks,6-9,235
2747,JR Smith,2004,1610612743,Nuggets,6-6,220
2544,LeBron James,2003,1610612747,Lakers,6-9,250
1626156,D'Angelo Russell,2015,1610612750,Timberwolves,6-4,193
202694,Marcus Morris Sr.,2011,1610612746,Clippers,6-8,218
203484,Kentavious Caldwell-Pope,2013,1610612764,Wizards,6-5,204
202692,Alec Burks,2011,1610612752,Knicks,6-6,214
2449,Luis Scola,2007,0,,6-9,241
708,Kevin Garnett,1995,1610612750,Timberwolves,6-11,240
201150,Spencer Hawes,2007,1610612755,76ers,7-1,245
1938,Manu Ginobili,2002,1610612759,Spurs,6-6,205
203496,Robert Covington,2013,1610612746,Clippers,6-7,209
101114,Deron Williams,2005,1610612762,Jazz,6-3,200
201160,Jason Smith,2007,0,,7-0,240
203897,Zach LaVine,2014,1610612741,Bulls,6-5,200
203087,Jeremy Lamb,2012,1610612758,Kings,6-5,180
2550,Kirk Hinrich,2003,1610612741,Bulls,6-4,190
1626178,Rondae Hollis-Jefferson,2015,1610612751,Nets,6-6,217
203999,Nikola Jokic,2015,1610612743,Nuggets,6-11,284
202391,Jeremy Lin,2010,1610612745,Rockets,6-3,200
201584,Courtney Lee,2008,1610612763,Grizzlies,6-5,215
203093,Terrence Jones,2012,0,,6-9,252
202498,Lance Thomas,2011,1610612752,Knicks,6-8,225
201177,Josh McRoberts,2007,0,,6-10,240
201609,Goran Dragic,2008,1610612751,Nets,6-3,190
101145,Monta Ellis,2005,1610612744,Warriors,6-3,185
203114,Khris Middleton,2012,1610612749,Bucks,6-7,222
101139,CJ Miles,2005,0,,6-6,220
203943,Noah Vonleh,2014,0,,6-10,257
201945,Gerald Henderson,2009,1610612766,Hornets,6-5,215
201960,DeMarre Carroll,2009,1610612737,Hawks,6-6,215
203082,Terrence Ross,2012,1610612753,Magic,6-6,206
201967,Dante Cunningham,2009,1610612740,Pelicans,6-8,230
203469,Cody Zeller,2013,1610612766,Hornets,6-11,240
203926,Doug McDermott,2014,1610612759,Spurs,6-7,225
200757,Thabo Sefolosha,2006,1610612760,Thunder,6-6,215
202688,Brandon Knight,2011,0,,6-2,182
202087,Alonzo Gee,2009,0,,6-6,225
202390,Gary Neal,2010,0,,6-4,210
203476,Gorgui Dieng,2013,1610612737,Hawks,6-10,248
202335,Patrick Patterson,2010,1610612761,Raptors,6-8,235
203960,JaKarr Sampson,2014,1610612755,76ers,6-7,214
1889,Andre Miller,1999,1610612743,Nuggets,6-3,200
1626246,Boban Marjanovic,2015,1610612742,Mavericks,7-3,290
203079,Dion Waiters,2012,1610612739,Cavaliers,6-3,210
1626169,Stanley Johnson,2015,1610612747,Lakers,6-6,242
202344,Trevor Booker,2010,1610612764,Wizards,6-8,228
201950,Jrue Holiday,2009,1610612749,Bucks,6-3,205
1897,Metta World Peace,1999,1610612747,Lakers,6-7,260
203903,Jordan Clarkson,2014,1610612762,Jazz,6-4,194
204001,Kristaps Porzingis,2015,1610612764,Wizards,7-3,240
201961,Wayne Ellington,2009,1610612747,Lakers,6-4,207
2548,Dwyane Wade,2003,1610612748,Heat,6-4,220
201976,Patrick Beverley,2012,1610612750,Timberwolves,6-1,180
201142,Kevin Durant,2007,1610612751,Nets,6-10,240
202683,Enes Freedom,2011,0,,6-10,250
203490,Otto Porter Jr.,2013,1610612744,Warriors,6-8,198
202066,Garrett Temple,2009,1610612740,Pelicans,6-5,195
201936,Tyreke Evans,2009,0,,6-6,220
2216,Zach Randolph,2001,1610612763,Grizzlies,6-9,250
201569,Eric Gordon,2008,1610612745,Rockets,6-3,215
203933,T.J. Warren,2014,1610612754,Pacers,6-8,220
101150,Lou Williams,2005,1610612737,Hawks,6-2,175
203918,Rodney Hood,2014,1610612746,Clippers,6-8,208
203506,Victor Oladipo,2013,1610612748,Heat,6-4,213
200797,Ryan Hollins,2006,0,,7-0,240
201583,Ryan Anderson,2008,0,,6-9,240
2592,James Jones,2003,1610612748,Heat,6-8,218
203115,Will Barton,2012,1610612743,Nuggets,6-5,181
101123,Gerald Green,2005,1610612738,Celtics,6-7,205
201619,Sasha Kaun,2008,1610612739,Cavaliers,6-11,260
202407,Elijah Millsap,2014,1610612762,Jazz,6-7,215
202730,Lavoy Allen,2011,1610612754,Pacers,6-9,260
200746,LaMarcus Aldridge,2006,1610612751,Nets,6-11,250
203503,Tony Snell,2013,1610612740,Pelicans,6-6,213
201149,Joakim Noah,2007,1610612741,Bulls,6-11,232
203468,CJ McCollum,2013,1610612740,Pelicans,6-3,190
1626204,Larry Nance Jr.,2015,1610612740,Pelicans,6-7,245
202708,Norris Cole,2011,1610612748,Heat,6-2,175
202699,Tobias Harris,2011,1610612755,76ers,6-7,226
1713,Vince Carter,1998,1610612761,Raptors,6-6,220
200782,P.J. Tucker,2006,1610612748,Heat,6-5,245
203939,Dwight Powell,2014,1610612742,Mavericks,6-10,240
201156,Nick Young,2007,0,,6-7,210
203492,Ray McCallum,2013,0,,6-3,190
201949,James Johnson,2009,1610612751,Nets,6-7,240
201162,Jared Dudley,2007,1610612756,Suns,6-6,237
2756,Sasha Vujacic,2004,1610612747,Lakers,6-7,195
2546,Carmelo Anthony,2003,1610612747,Lakers,6-7,238
2561,David West,2003,1610612740,Hornets,6-9,250
1626168,Trey Lyles,2015,1610612758,Kings,6-9,234
203923,James Young,2014,0,,6-6,215
202697,Iman Shumpert,2011,0,,6-5,212
200751,Randy Foye,2006,1610612750,Timberwolves,6-4,218
203101,Miles Plumlee,2012,1610612756,Suns,6-11,249
201168,Tiago Splitter,2010,1610612759,Spurs,6-11,245
202700,Donatas Motiejunas,2012,1610612745,Rockets,7-0,220
202713,Kyle Singler,2012,1610612765,Pistons,6-8,228
201959,Taj Gibson,2009,1610612752,Knicks,6-9,232
202083,Wesley Matthews,2009,1610612749,Bucks,6-4,220
203498,Shabazz Muhammad,2013,1610612750,Timberwolves,6-6,221
203940,Adreian Payne,2014,0,,6-10,237
203094,Andrew Nicholson,2012,1610612753,Magic,6-9,250
202681,Kyrie Irving,2011,1610612751,Nets,6-2,195
203088,Kendall Marshall,2012,1610612747,Lakers,6-4,200
203521,Matthew Dellavedova,2013,1610612739,Cavaliers,6-3,200
2617,Udonis Haslem,2003,1610612748,Heat,6-8,235
2547,Chris Bosh,2003,1610612748,Heat,6-11,235
101135,David Lee,2005,1610612752,Knicks,6-9,245
1626196,Josh Richardson,2015,1610612759,Spurs,6-5,200
203123,Kostas Papanikolaou,2014,0,,6-8,235
201580,JaVale McGee,2008,1610612756,Suns,7-0,270
1626164,Devin Booker,2015,1610612756,Suns,6-5,206
201152,Thaddeus Young,2007,1610612761,Raptors,6-8,235
201196,Ramon Sessions,2007,1610612766,Hornets,6-3,190
203900,Markel Brown,2014,1610612751,Nets,6-3,190
1626162,Kelly Oubre Jr.,2015,1610612766,Hornets,6-6,203
2736,Luol Deng,2004,1610612741,Bulls,6-9,237
203953,Jabari Parker,2014,0,,6-7,245
202689,Kemba Walker,2011,1610612752,Knicks,6-0,184
201954,Darren Collison,2009,0,,6-0,160
204025,Tim Frazier,2014,0,,6-0,170
203112,Quincy Acy,2012,0,,6-7,240
2733,Shaun Livingston,2004,1610612744,Warriors,6-7,192
203463,Ben McLemore,2013,1610612757,Trail Blazers,6-3,195
204002,Edy Tavares,2015,1610612737,Hawks,7-3,265
203482,Kelly Olynyk,2013,1610612765,Pistons,6-11,240
203080,Thomas Robinson,2012,1610612757,Trail Blazers,6-10,237
1718,Paul Pierce,1998,1610612738,Celtics,6-7,235
203934,Lamar Patterson,2015,0,,6-5,225
202388,Donald Sloan,2011,1610612754,Pacers,6-3,205
2365,Chris Andersen,2001,0,,6-10,245
201973,Jonas Jerebko,2009,1610612765,Pistons,6-10,231
1626149,Montrezl Harrell,2015,1610612766,Hornets,6-7,240
201980,Danny Green,2009,1610612755,76ers,6-6,215
2405,Amar'e Stoudemire,2002,1610612752,Knicks,6-10,245
203994,Jusuf Nurkic,2014,1610612757,Trail Blazers,6-11,290
201588,George Hill,2008,1610612749,Bucks,6-4,188
201939,Stephen Curry,2009,1610612744,Warriors,6-2,185
101181,Jose Calderon,2005,1610612761,Raptors,6-3,200
202332,Cole Aldrich,2010,1610612752,Knicks,6-11,253
201147,Corey Brewer,2007,1610612750,Timberwolves,6-9,188
203090,Maurice Harkless,2012,1610612758,Kings,6-7,220
202340,Avery Bradley,2010,1610612747,Lakers,6-3,180
2403,Nene,2002,1610612743,Nuggets,6-11,250
204020,Tyler Johnson,2014,0,,6-3,186
203917,Nik Stauskas,2014,0,,6-6,207
202703,Nikola Mirotic,2014,1610612741,Bulls,6-10,250
2772,Trevor Ariza,2004,1610612747,Lakers,6-8,215
201593,Nikola Pekovic,2010,1610612750,Timberwolves,6-11,307
201601,Luc Mbah a Moute,2008,1610612749,Bucks,6-8,230
1626170,Jerian Grant,2015,1610612741,Bulls,6-4,198
101111,Charlie Villanueva,2005,1610612765,Pistons,6-11,232
2446,Rasual Butler,2002,0,,6-7,215
203894,Shabazz Napier,2014,1610612757,Trail Blazers,6-0,175
1626257,Salah Mejri,2015,1610612742,Mavericks,7-2,235
101109,Raymond Felton,2005,1610612766,Bobcats,6-1,205
2225,Tony Parker,2001,1610612759,Spurs,6-2,185
1626199,Darrun Hilliard,2015,1610612765,Pistons,6-6,220
1626151,Aaron Harrison,2015,1610612766,Hornets,6-6,210
203501,Tim Hardaway Jr.,2013,1610612742,Mavericks,6-5,205
1626214,Bryce Dejean-Jones,2015,0,,6-6,203
202325,Wesley Johnson,2010,1610612746,Clippers,6-7,215
204014,Damjan Rudez,2014,1610612754,Pacers,6-10,228
1626171,Bobby Portis,2015,1610612749,Bucks,6-10,250
203084,Harrison Barnes,2012,1610612758,Kings,6-8,225
1626191,Chris McCullough,2015,1610612751,Nets,6-9,215
2034,Mike Miller,2000,1610612763,Grizzlies,6-8,218
203135,Robert Sacre,2012,1610612747,Lakers,7-0,270
201952,Jeff Teague,2009,1610612737,Hawks,6-3,195
201145,Jeff Green,2007,1610612743,Nuggets,6-8,235
203937,Kyle Anderson,2014,1610612763,Grizzlies,6-9,230
203462,Archie Goodwin,2013,1610612756,Suns,6-5,205
201148,Brandan Wright,2007,0,,6-10,235
202718,Chandler Parsons,2011,0,,6-9,230
202734,E'Twaun Moore,2011,1610612756,Suns,6-3,191
200755,JJ Redick,2006,1610612755,76ers,6-3,200
203141,Mirza Teletovic,2012,0,,6-9,242
201587,Nicolas Batum,2008,1610612746,Clippers,6-8,230
203186,Willie Reed,2012,0,,6-11,245
1882,Elton Brand,1999,1610612746,Clippers,6-9,254
203613,Jonathon Simmons,2015,1610612759,Spurs,6-6,195
203909,KJ McDaniels,2014,1610612745,Rockets,6-6,205
203798,PJ Hairston,2014,1610612766,Hornets,6-6,230
202714,Shelvin Mack,2011,1610612737,Hawks,6-3,203
1626181,Norman Powell,2015,1610612746,Clippers,6-3,215
203118,Mike Scott,2012,1610612737,Hawks,6-7,237
1717,Dirk Nowitzki,1998,1610612742,Mavericks,7-0,245
201574,Jason Thompson,2008,1610612758,Kings,6-11,250
1626245,Cristiano Felicio,2015,1610612741,Bulls,6-11,270
201171,Carl Landry,2007,1610612758,Kings,6-9,248
203949,James Michael McAdoo,2014,0,,6-9,230
204028,Tarik Black,2014,1610612747,Lakers,6-9,250
1626185,Jarell Martin,2015,1610612763,Grizzlies,6-10,239
203546,Ian Clark,2013,1610612744,Warriors,6-3,175
203524,Solomon Hill,2013,0,,6-6,226
203156,Henry Sims,2012,1610612755,76ers,6-10,248
202337,Luke Babbitt,2010,1610612740,Pelicans,6-9,225
1626253,Axel Toupane,2015,1610612743,Nuggets,6-7,210
203526,Raul Neto,2015,1610612764,Wizards,6-2,180
203898,Tyler Ennis,2014,1610612747,Lakers,6-3,194
2399,Mike Dunleavy,2002,1610612744,Warriors,6-9,230
1626179,Terry Rozier,2015,1610612766,Hornets,6-1,190
203516,James Ennis III,2014,0,,6-6,215
2207,Joe Johnson,2001,0,,6-7,240
202357,Nemanja Bjelica,2015,1610612744,Warriors,6-9,234
201563,Michael Beasley,2008,0,,6-9,235
101187,Alan Anderson,2005,1610612751,Nets,6-6,220
203512,Lucas Nogueira,2014,1610612761,Raptors,7-0,220
101112,Channing Frye,2005,1610612756,Suns,7-0,255
203493,Reggie Bullock,2013,1610612742,Mavericks,6-6,205
201202,Joel Anthony,2007,1610612748,Heat,6-9,245
203954,Joel Embiid,2014,1610612755,76ers,7-0,280
201571,D.J. Augustin,2008,0,,5-11,183
203077,Michael Kidd-Gilchrist,2012,1610612766,Hornets,6-6,232
200826,J.J. Barea,2006,1610612742,Mavericks,5-10,180
201163,Wilson Chandler,2007,1610612743,Nuggets,6-8,235
201167,Arron Afflalo,2007,1610612743,Nuggets,6-5,210
203120,Justin Hamilton,2013,1610612751,Nets,7-0,255
1626172,Kevon Looney,2015,1610612744,Warriors,6-9,222
1627785,Isaiah Whitehead,2016,1610612751,Nets,6-4,213
1627835,Paul Zipser,2016,1610612741,Bulls,6-8,226
1627763,Malcolm Brogdon,2016,1610612754,Pacers,6-5,229
1627737,Marquese Chriss,2016,1610612742,Mavericks,6-9,240
1627826,Ivica Zubac,2016,1610612746,Clippers,7-0,240
2210,Richard Jefferson,2001,1610612751,Nets,6-7,233
203107,Tomas Satoransky,2016,1610612759,Spurs,6-7,210
1627751,Jakob Poeltl,2016,1610612759,Spurs,7-1,245
203967,Dario Saric,2016,1610612756,Suns,6-10,225
1627098,Malcolm Delaney,2016,1610612737,Hawks,6-3,190
